Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
1484,Evas Restaurant,"['Restaurants', 'Health Food Restaurants', 'Take Out Restaurants']",4.5,34.0,,,(212) 677-3496,11 W 8th St,"New York, NY 10011",10011,Average,45.0,https://www.evassupplements.com/pages/contact,https://www.yellowpages.com/new-york-ny/mip/evas-restaurant-460617731#open-menu,"From Business: Eva's Health Food has been a staple of New York since 1978. Part restaurant, part vitamin shop, Eva's serves up protein shakes, fresh squeezed juices, and…",0
1485,Steam,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,6.0,,,(917) 262-0565,20 E 9th St,"New York, NY 10003",10003,,,http://steam-nyc.com,,From Business: Steam Restaurant serves high quality and authentic Chinese dishes in New York City. Our chefs put together a well-rounded menu to create an excellent…,0
1486,Tim Ho Wan,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,209.0,,,(212) 228-2800,85 4th Ave,"New York, NY 10003",10003,,,http://www.timhowanusa.com,https://www.yellowpages.com/new-york-ny/mip/tim-ho-wan-531147926#open-menu,"From Business: Tim Ho Wan, the famous and popular Dim Sum Specialists from Hong Kong, a city also known as the gastronomic city, is owned and created by Chef Mak Kwai Pui who…",1
1487,Panineria,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,59.0,,,(917) 388-3257,1 W 8th St,"New York, NY 10011",10011,Average,,http://www.lapanineria.com,https://www.yellowpages.com/new-york-ny/mip/panineria-495933197#open-menu,"From Business: Panineria Cucina and Wine-bar, is a gem situated in the heart of the Greenwich Village. Since 5 years is, without any doubt the best Italian panini in New York.…",0
1488,Sala Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,61.0,,,(212) 433-3999,307 Amsterdam Ave,"New York, NY 10023",10023,Average,,https://www.facebook.com/salathainyc307,https://www.yellowpages.com/new-york-ny/mip/sala-thai-546338503#open-menu,From Business: Joyful Authentic Thai Dining in a Dazzling Siam SettingJoyful Authentic Thai Dining in a Dazzling Siam Setting,1
1489,Mission Ceviche,"['Restaurants', 'Seafood Restaurants', 'Latin American Restaurants']",4.0,44.0,,,(212) 650-0014,1400 2nd Ave,"New York, NY 10021",10021,Average,,https://missionceviche.com,https://www.yellowpages.com/new-york-ny/mip/mission-ceviche-549343343#open-menu,From Business: Mission Ceviche believes in bringing people together in vibrant and dynamic venues to create lasting memories over satiated stomachs. Led by co-founders and…,1
1490,Pado,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']",4.5,6.0,,,(646) 476-6101,199 2nd Ave Apt 1,"New York, NY 10003",10003,Average,,,https://www.yellowpages.com/new-york-ny/mip/pado-546892445#open-menu,"From Business: Modern Innovative Japanese Cuisine with Sake, Beer, and Wine bar,Modern Innovative Japanese Cuisine with Sake, Beer, and Wine bar,",1
1491,Ace's,"['Restaurants', 'American Restaurants']",,,,,(646) 707-3507,197 2nd Ave,"New York, NY 10003",10003,,,http://www.aces-nyc.com,,From Business: Restaurant/Cocktail BarRestaurant/Cocktail Bar,0
1492,Wilfie & Nell,"['Restaurants', 'American Restaurants', 'Bars']",4.0,47.0,,,(212) 242-2990,228 W 4th St,"New York, NY 10014",10014,Average,14.0,http://www.wilfieandnell.com,https://www.yellowpages.com/new-york-ny/mip/wilfie-nell-14959307#open-menu,From Business: Wilfie & Nell is a West Village bar that prides itself in serving good drinks and locally sourced food.,0
1493,Dowling's at The Carlyle,"['Restaurants', 'American Restaurants', 'Continental Restaurants']",4.5,24.0,,,(212) 570-7192,35 E 76th St,"New York, NY 10021",10021,,,http://www.rosewoodhotels.com/en/the-carlyle-new-york/dining/dowlings-at-the-carlyle,,From Business: Celebrate a new era of dining with the introduction of Dowling’s at The Carlyle. Newly appointed Executive Chef Sylvain Delpique (formerly of 21 Club) has…,0
1494,McKeown's,"['Restaurants', 'American Restaurants', 'Bars']",3.5,23.0,,,(212) 452-2011,1303 3rd Ave,"New York, NY 10021",10021,Average,16.0,http://www.mckeownsnyc.com,https://www.yellowpages.com/new-york-ny/mip/mckeowns-6880333#open-menu,"From Business: A cozy comfortable Craft Beer Pub. 8 Large flat screen TV's with HD. A variety of menu items with awesome burgers, sliders, fish and chips, house made french…",0
1495,Bigoi Venezia,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",5.0,17.0,,,(917) 262-0680,1415 2nd Ave,"New York, NY 10021",10021,Average,,http://www.bigoivenezia.com,https://www.yellowpages.com/new-york-ny/mip/bigoi-venezia-539602709#open-menu,"From Business: Drawing on the classic dish of the Veneto region, we developed an extensive range of traditional sauces, each resulting in a singular journey for the senses.…",1
1496,Six Happiness,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",,,,,(212) 988-8002,1413 2nd Ave # 104,"New York, NY 10021",10021,Low,21.0,http://eatsixhappiness.com,https://www.yellowpages.com/new-york-ny/mip/six-happiness-8229708#open-menu,From Business: Classic Chinese chow served in a no-frills restaurant known for its takeout & delivery.Classic Chinese chow served in a no-frills restaurant known for its…,1
1497,North Square,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']",4.5,256.0,,,(212) 254-1200,103 Waverly Pl,"New York, NY 10011",10011,Average,31.0,http://www.northsquareny.com,https://www.yellowpages.com/new-york-ny/mip/north-square-458826231#open-menu,"From Business: North Square is committed to a long-standing Greenwich Village tradition: offering generous, and genuine, hospitality. Our approach to seasonal American food…",0
1498,Ruby's Cafe,"['Restaurants', 'American Restaurants']",4.0,9.0,,,(646) 998-4265,198 E 11th St,"New York, NY 10003",10003,Average,,https://www.rubyscafe.com/location/east-village,https://www.yellowpages.com/new-york-ny/mip/rubys-cafe-555195659#open-menu,"From Business: Established in 2002, Little Ruby’s prides itself on using fresh local product balanced with Australian culinary influences to provide the local and international…",1
1499,Left Bank,"['Restaurants', 'American Restaurants']",4.5,107.0,,,(212) 727-1170,117 Perry St,"New York, NY 10014",10014,High,12.0,http://www.leftbanknewyork.com,https://www.yellowpages.com/new-york-ny/mip/left-bank-465521723#open-menu,"From Business: Left Bank is at its core a New York bistro, inspired by Greenwich Village itself, and influenced by European sensibilities. From our landmarked building in…",0
1500,Taverna Kyclades,"['Restaurants', 'Seafood Restaurants', 'Bars']",4.5,174.0,,,(212) 432-0011,228 1st Ave,"New York, NY 10009",10009,Average,10.0,http://www.tavernakyclades.com,https://www.yellowpages.com/new-york-ny/mip/taverna-kyclades-481578750#open-menu,"From Business: Taverna Kyclades in East Village is one of the top Greek restaurants in New York City. Since we launched we have always served fresh food, made with the best…",0
1501,Kikoo Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",3.5,69.0,,,(212) 533-3888,141 1st Ave,"New York, NY 10003",10003,Average,,https://www.facebook.com/kikoosushi,https://www.yellowpages.com/new-york-ny/mip/kikoo-sushi-512738868#open-menu,"From Business: Crisp tempura udon. Dragon rolls of every color. At Kikoo Sushi East Village, our team offers a wide array of Japanese cuisine, ranging from traditional sashimi…",0
1502,Bajibaji,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",,,,,(212) 777-3888,145 1st Ave,"New York, NY 10003",10003,Average,,http://www.grubhub.com/restaurant/bajibaji-145-1st-avenue-new-york/1486080,https://www.yellowpages.com/new-york-ny/mip/bajibaji-555156262#open-menu,"From Business: is a fast casual restaurants based in New York City that serves authentic Southern Chinese dishes. BajiBaji, a family-run business with no outside investors, was…",1
1503,DIG on Bleecker,"['Restaurants', 'Coffee Shops', 'American Restaurants']",5.0,1.0,,,(646) 905-5800,232 Bleecker St,"New York, NY 10014",10014,Average,,https://www.diginn.com,https://www.yellowpages.com/new-york-ny/mip/dig-on-bleecker-571472871#open-menu,"From Business: At Dig, you’ll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",0
1504,Gyu-Kaku,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.0,236.0,,,(212) 475-2989,34 Cooper Sq,"New York, NY 10003",10003,High,18.0,http://www.gyu-kaku.com,https://www.yellowpages.com/new-york-ny/mip/gyu-kaku-467899999#open-menu,"From Business: Gyu-Kaku, meaning ""Horn of the Bull"" in Japanese provides the authentic Japanese Yakiniku (barbeque) dining experience where customers share premium cooked meats…",1
1505,Markys Caviar,"['Restaurants', 'American Restaurants', 'Bars']",5.0,9.0,,,(212) 288-0850,1067 Madison Ave,"New York, NY 10028",10028,,,http://www.markysonmadison.com,,From Business: Marky's Caviar is a specialty gourmet retail storefront featuring Caviar & other gourmet foods. HUSO is an adjoining Upscale Caviar Speakeasy featuring a…,1
1506,Sojourn,"['Restaurants', 'Tapas', 'American Restaurants']",4.5,112.0,,,(212) 537-7745,244 E 79th St,"New York, NY 10075",10075,High,13.0,http://www.sojournrestaurant.com,https://www.yellowpages.com/new-york-ny/mip/sojourn-22249182#open-menu,"From Business: Singular in character and taste, this is how we define a memorable moment. How would you define yours? Start with a stay that embodies the spirit of culture in…",1
1507,Our Place,"['Restaurants', 'Chinese Restaurants', 'Restaurant Delivery Service']",,,,,(212) 288-4888,242 E 79th St,"New York, NY 10075",10075,,35.0,http://www.ournewplacenyc.com,,"From Business: DIM SUM MENU, Peking Duck, Grand Marnier Prawns Chef's Li's Fried Rice Spicy Green Pepper Fish Filet, Pad Thai, Prawn Pattaya Style............ more choice in…",0
1508,Dig,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",4.0,3.0,,,(646) 905-2751,691 Broadway,"New York, NY 10012",10012,Average,,https://www.diginn.com,https://www.yellowpages.com/new-york-ny/mip/dig-548241354#open-menu,"From Business: At Dig, you’ll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",1
1509,Playa Bowls,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",5.0,1.0,,,(212) 674-2695,108 Macdougal St,"New York, NY 10012",10012,Average,,https://www.playabowls.com/location/macdougal-nyc,https://www.yellowpages.com/new-york-ny/mip/playa-bowls-540957800#open-menu,"From Business: Playa Bowls is your slice of summer, anytime. Using the freshest, highest quality ingredients, we serve healthy, delicious acai, pitaya, coconut bowls and…",1
1510,The Hard Swallow,"['Restaurants', 'American Restaurants', 'Bars']",3.0,2.0,,,(212) 256-0124,140 1st Ave,"New York, NY 10009",10009,Low,,http://www.thehardswallownyc.com,,"From Business: The Hard Swallow is a neo-dive, a sexy local rock and roll dive bar for adults. Coining the term Cheap Beer and Booze as it’s motto we feature budget friendly…",0
1511,Cafe Mocha,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",4.5,54.0,,,(212) 253-1046,116 2nd Ave,"New York, NY 10003",10003,Average,,http://cafemochanyc.com,https://www.yellowpages.com/new-york-ny/mip/cafe-mocha-17303526#open-menu,From Business: Mediterranean Infused. Established on 2008 and located in the East Village with a family friendly enviroment. Enjoy from a delicious cup of coffee to a exquisite…,0
1512,Cafe Mocha,"['Restaurants', 'Coffee Shops', 'Coffee & Espresso Restaurants']",4.5,989.0,,,(212) 253-5803,48 E 7th St,"New York, NY 10003",10003,,37.0,http://viadellapacenyc.com,,"From Business: Via Della Pace is known for it’s unique and reasonably priced Italian cuisine, and for it’s extensive wine list and exclusive atmosphere. Truly one of the Lower…",1
1513,Marumi,"['Restaurants', 'Sushi Bars', 'Take Out Restaurants']",4.5,77.0,,,(212) 979-7055,546 Laguardia Pl,"New York, NY 10012",10012,Average,31.0,http://www.marumi.nyc,https://www.yellowpages.com/new-york-ny/mip/marumi-8156619#open-menu,"From Business: Since 1992, Marumi Restaurant has been serving high quality Japanese food at a reasonable price.Since 1992, Marumi Restaurant has been serving high quality…",1
1514,Osteria Carlina,"['Restaurants', 'Italian Restaurants']",5.0,24.0,,,(646) 559-5137,455 Hudson St,"New York, NY 10014",10014,High,,http://www.osteriacarlina.com,https://www.yellowpages.com/new-york-ny/mip/osteria-carlina-561049461#open-menu,"From Business: Specializing in Northern Italian cuisine. Each dish is made respecting our authentic traditions with love and passion, presenting in both a classic and modern…",1
1515,Kured - Greenwich Village,"['Restaurants', 'Italian Restaurants', 'French Restaurants']",4.0,1.0,,,(857) 284-7169,218 Thompson St,"New York, NY 10012",10012,,,https://www.kured.co/choose-location,,From Business: New York's first quick-service charcuterie conceptNew York's first quick-service charcuterie concept,0
1516,Evil Katsu,"['Restaurants', 'Japanese Restaurants']",,,,,(646) 370-3435,435 E 9th St,"New York, NY 10009",10009,Average,,https://www.evilkatsu.com,https://www.yellowpages.com/new-york-ny/mip/evil-katsu-567857043#open-menu,"From Business: Our restaurant was born out of necessity in the east village (Evil is ""East Village"" abbreviated). The three of us--Chris, Hai, and Asher--met while working at a…",1
1517,Think Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Dessert Restaurants']",4.0,26.0,,,(212) 228-6226,248 Mercer St,"New York, NY 10012",10012,Low,18.0,http://www.thinkcoffee.com,,From Business: ✨ Welcome fellow coffee enthusiasts to New York City's most buzzed-about event of the season! ☕ Step into Millie Bobby Brown's Coffee Kingdom an immersive mocha…,1
1518,Thursday Kitchen,"['Restaurants', 'Asian Restaurants']",4.5,76.0,,,(646) 755-8088,424 E 9th St,"New York, NY 10009",10009,Low,7.0,http://www.thursdaykitchennyc.com,https://www.yellowpages.com/new-york-ny/mip/thursday-kitchen-530182960#open-menu,From Business: Owner Chef Kyungmin Kay Hyun's love for a wide spread of cultures and cuisine makes it hard to place her cooking in a specific category. That is why her own…,0
1519,Mighty Quinn's Barbeque,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",4.5,669.0,,,(212) 677-3733,103 2nd Ave,"New York, NY 10003",10003,Average,11.0,http://www.mightyquinnsbbq.com,https://www.yellowpages.com/new-york-ny/mip/mighty-quinns-barbeque-475685456#open-menu,"From Business: We serve authentic slow smoked BBQ with all of your favorite cuts of meat from brisket and spare ribs to pulled pork, chicken wings and more. All served with…",1
1520,Senza Gluten,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,489.0,,,(212) 475-7775,206 Sullivan St,"New York, NY 10012",10012,High,,http://www.senzaglutennyc.com,https://www.yellowpages.com/new-york-ny/mip/senza-gluten-505030698#open-menu,"From Business: We are aware that having celiac disease or choosing a gluten-free diet can sometimes be challenging, especially when dining out. At Senza Gluten we want to make…",1
1521,Superiority Burger,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",4.5,72.0,,,(212) 256-1192,430 E 9th St,"New York, NY 10009",10009,Low,8.0,http://www.superiorityburger.com,https://www.yellowpages.com/new-york-ny/mip/superiority-burger-512755043#open-menu,From Business: Superiority Burger serves vegetarian and vegan dishes. We also serve gelato and sorbet. For catering please contact SB at info@superiorityburger.com.,1
